Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/cart?sessionId=0505755e-8590-11f1-9017-a1a91599fee5,11,0,300,330.96519945353396,253.80214100005105,467.577261995757,3605.6363636363635,0.006511439498455464,0.0,300,380,410,410,410,470,470,470,470,470,470
GET,/api/cart?sessionId=050577de-8590-11f1-9017-a1a91599fee5,14,0,330,590.9364619281924,250.56560699886177,1755.803031999676,1364.0714285714287,0.008287286634397864,0.0,400,480,660,1300,1300,1800,1800,1800,1800,1800,1800
GET,/api/cart?sessionId=05057a18-8590-11f1-9017-a1a91599fee5,12,0,320,391.8969775835042,254.20572300208732,591.4301140001044,2216.6666666666665,0.0071033885437695975,0.0,370,440,550,550,590,590,590,590,590,590,590
GET,/api/cart?sessionId=05057cde-8590-11f1-9017-a1a91599fee5,12,0,360,465.35016150058556,260.62861300306395,907.0748940066551,1657.5833333333333,0.0071033885437695975,0.0,370,410,810,810,830,910,910,910,910,910,910
GET,/api/cart?sessionId=05059b74-8590-11f1-9017-a1a91599fee5,10,0,340,378.544001600676,257.64026300021214,508.1419950001873,3117.8,0.005919490453141331,0.0,360,460,470,490,510,510,510,510,510,510,510
GET,/api/cart?sessionId=05059e8a-8590-11f1-9017-a1a91599fee5,23,0,310,580.5812500867709,251.602386997547,1470.2891880006064,1809.3478260869565,0.013614828042225061,0.0,310,500,1100,1100,1400,1500,1500,1500,1500,1500,1500
GET,/api/cart?sessionId=0505a15a-8590-11f1-9017-a1a91599fee5,11,0,340,462.14337509114887,257.48468399979174,1607.713096003863,2081.5454545454545,0.006511439498455464,0.0,340,420,470,470,520,1600,1600,1600,1600,1600,1600
GET,/api/cart?sessionId=0505a434-8590-11f1-9017-a1a91599fee5,14,0,390,669.5406032855057,250.54314099543262,3885.824926001078,1033.7142857142858,0.008287286634397864,0.0,420,560,560,610,770,3900,3900,3900,3900,3900,3900
GET,/api/cart?sessionId=0505a704-8590-11f1-9017-a1a91599fee5,16,0,340,415.1950167497489,263.2770470008836,1207.8917899998487,2115.4375,0.00947118472502613,0.0,360,410,470,470,570,1200,1200,1200,1200,1200,1200
GET,/api/cart?sessionId=0505a984-8590-11f1-9017-a1a91599fee5,11,0,320,428.489162725534,246.17976599984104,959.1560909975669,2426.6363636363635,0.006511439498455464,0.0,320,390,430,430,870,960,960,960,960,960,960
GET,/api/cart?sessionId=0505ac36-8590-11f1-9017-a1a91599fee5,15,0,280,474.7214980015997,257.5986459996784,1422.1568499997375,2416.8,0.008879235679711996,0.0,280,410,480,520,1400,1400,1400,1400,1400,1400,1400
GET,/api/cart?sessionId=0505aec0-8590-11f1-9017-a1a91599fee5,11,0,270,396.63546491051835,247.8112329990836,1344.2276549976668,1297.8181818181818,0.006511439498455464,0.0,270,340,360,360,470,1300,1300,1300,1300,1300,1300
GET,/api/cart?sessionId=0505b15e-8590-11f1-9017-a1a91599fee5,10,0,290,501.41631410006084,254.36102299863705,1388.5296900043613,1372.0,0.005919490453141331,0.0,340,360,420,1200,1400,1400,1400,1400,1400,1400,1400
