Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/product-ask-ai-assistant/LS4PSXUNUM,41,41,290,556.6462578289935,250.19995900220238,4498.70761299826,21.0,0.04555130975379128,0.04555130975379128,290,350,380,410,760,880,4500,4500,4500,4500,4500
POST,/api/product-ask-ai-assistant/OLJCESPC7Z,49,49,290,331.2599857763045,243.90848500479478,639.1983360008453,21.0,0.05443937019355543,0.05443937019355543,290,330,330,390,500,560,640,640,640,640,640
GET,/api/product-reviews/0PUK6V6EV0,82,82,290,317.0310300122698,244.29067500022938,1701.2493149959482,21.0,0.09110261950758256,0.09110261950758256,290,290,300,320,340,420,830,1700,1700,1700,1700
GET,/api/product-reviews/1YMWWN1N4O,98,98,290,306.78717194923036,244.62350800604327,589.256215003843,21.0,0.10887874038711086,0.10887874038711086,290,300,320,330,370,460,590,590,590,590,590
GET,/api/product-reviews/2ZYFJ3GM2N,106,106,280,312.0793752077932,245.68694600020535,1532.32646700053,21.0,0.11776680082687502,0.11776680082687502,280,300,320,320,370,400,540,560,1500,1500,1500
GET,/api/product-reviews/66VCHSJNUP,102,102,290,312.5333522160979,245.5387670052005,1010.8852609992027,21.0,0.11332277060699293,0.11332277060699293,290,300,320,330,380,440,570,660,1000,1000,1000
GET,/api/product-reviews/6E92ZMYYFZ,82,82,280,367.5815682313774,244.01424000097904,4302.361841000675,21.0,0.09110261950758256,0.09110261950758256,290,310,340,360,440,520,690,4300,4300,4300,4300
GET,/api/product-reviews/9SIQT8TOJO,99,99,290,408.0135543735003,249.01999100256944,4014.169818001392,21.0,0.10998974794208138,0.10998974794208138,290,320,340,360,510,630,3500,4000,4000,4000,4000
GET,/api/product-reviews/HQTGWGPNH4,79,79,280,324.87630935452506,243.184756996925,2758.228348000557,21.0,0.08776959684267101,0.08776959684267101,280,290,300,310,350,490,540,2800,2800,2800,2800
GET,/api/product-reviews/L9ECAV7KIM,100,100,290,300.8179467500304,244.3965999991633,534.5499609975377,21.0,0.1111007554970519,0.1111007554970519,290,300,320,330,360,410,470,530,530,530,530
GET,/api/product-reviews/LS4PSXUNUM,98,98,290,304.6115762139083,245.0438980013132,605.8322499957285,21.0,0.10887874038711086,0.10887874038711086,290,300,320,340,380,430,530,610,610,610,610
GET,/api/product-reviews/OLJCESPC7Z,91,91,280,296.94675033014,247.66827300481964,671.5873350040056,21.0,0.10110168750231723,0.10110168750231723,280,300,310,320,330,390,470,670,670,670,670
GET,/api/products/0PUK6V6EV0,740,740,290,331.8475742649261,241.71812900021905,4629.682357001002,21.0,0.822145590678184,0.822145590678184,290,300,320,330,390,500,680,1100,4600,4600,4600
GET,/api/products/1YMWWN1N4O,729,729,290,318.71248806036056,243.10006700397935,3094.294025002455,21.0,0.8099245075735083,0.8099245075735083,290,300,320,330,380,470,590,680,3100,3100,3100
GET,/api/products/2ZYFJ3GM2N,713,713,280,319.55821742790437,243.39618100202642,3827.34921300289,21.0,0.79214838669398,0.79214838669398,280,300,310,320,370,450,610,980,3800,3800,3800
GET,/api/products/66VCHSJNUP,783,783,290,328.18832185442136,242.38499600323848,4688.313842998468,21.0,0.8699189155419164,0.8699189155419164,290,300,320,330,380,450,700,1100,4700,4700,4700
GET,/api/products/6E92ZMYYFZ,784,784,290,327.2293348341009,245.24993399973027,3230.334641004447,21.0,0.8710299230968869,0.8710299230968869,290,300,310,330,390,480,640,1300,3200,3200,3200
GET,/api/products/9SIQT8TOJO,757,757,290,312.1256653117944,242.04937500326196,1189.0743969997857,21.0,0.8410327191126828,0.8410327191126828,290,300,320,330,390,470,610,680,1200,1200,1200
GET,/api/products/HQTGWGPNH4,772,772,290,323.7480589522387,243.01501100126188,3528.303954997682,21.0,0.8576978324372406,0.8576978324372406,290,300,310,330,390,470,590,840,3500,3500,3500
GET,/api/products/L9ECAV7KIM,771,771,280,315.5605988313998,243.72827000479447,1847.1017539995955,21.0,0.8565868248822701,0.8565868248822701,280,300,320,330,370,480,610,790,1800,1800,1800
GET,/api/products/LS4PSXUNUM,761,761,290,339.17423012217915,242.64089700591285,4593.992752001213,21.0,0.845476749332565,0.845476749332565,290,300,320,330,380,470,620,1600,4600,4600,4600
GET,/api/products/OLJCESPC7Z,750,750,290,338.9567592080566,243.17249599698698,4149.9382559995865,21.0,0.8332556662278893,0.8332556662278893,290,300,320,340,390,500,810,1900,4100,4100,4100
GET,/api/recommendations?productIds=0PUK6V6EV0,144,144,300,357.9473498056763,253.04105800023535,2652.904340000532,21.0,0.15998508791575475,0.15998508791575475,300,330,340,350,430,500,950,2400,2700,2700,2700
GET,/api/recommendations?productIds=1YMWWN1N4O,162,162,300,344.177894704096,250.2201919996878,772.6844740027445,21.0,0.1799832239052241,0.1799832239052241,300,330,360,380,500,590,620,670,770,770,770
GET,/api/recommendations?productIds=2ZYFJ3GM2N,164,164,300,319.24934564041195,250.0926740030991,619.9651330025517,21.0,0.1822052390151651,0.1822052390151651,300,320,340,340,380,450,540,570,620,620,620
GET,/api/recommendations?productIds=66VCHSJNUP,154,154,300,326.74779505169363,251.59805700241122,783.4873079991667,21.0,0.17109516346545992,0.17109516346545992,300,320,340,350,440,510,600,780,780,780,780
GET,/api/recommendations?productIds=6E92ZMYYFZ,129,129,300,385.1030315737833,251.25819299864816,3758.719117002329,21.0,0.14331997459119694,0.14331997459119694,300,330,350,360,450,640,2000,2000,3800,3800,3800
GET,/api/recommendations?productIds=9SIQT8TOJO,135,135,310,334.2336320666989,252.41658400045708,803.6229400022421,21.0,0.14998601992102006,0.14998601992102006,310,340,350,360,460,510,630,640,800,800,800
GET,/api/recommendations?productIds=HQTGWGPNH4,136,136,300,328.66441998569775,250.6264710027608,852.4467219976941,21.0,0.15109702747599058,0.15109702747599058,300,320,340,360,410,500,670,810,850,850,850
GET,/api/recommendations?productIds=L9ECAV7KIM,169,169,300,386.8684508934973,247.97421699622646,3662.8055830005906,21.0,0.18776027679001772,0.18776027679001772,300,330,340,370,480,560,1600,3300,3700,3700,3700
GET,/api/recommendations?productIds=LS4PSXUNUM,153,153,310,369.0615279933482,249.27991699951235,2855.3752820007503,21.0,0.1699841559104894,0.1699841559104894,310,330,360,400,470,630,840,1100,2900,2900,2900
GET,/api/recommendations?productIds=OLJCESPC7Z,151,151,300,328.4809322182948,252.15861899778247,984.7906819995842,21.0,0.16776214080054838,0.16776214080054838,300,320,330,340,420,540,710,740,980,980,980
,Aggregated,17547,12624,300,357.8906211893005,241.71812900021905,5147.667457000352,674.5303470678748,19.494849567067696,14.025359373947833,300,320,350,370,530,600,820,1400,3700,4700,5100
