Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/cart?sessionId=cbcfb91c-857a-11f1-80a3-e58355e4aa54,11,7,290,291.69785381831883,251.08256300154608,407.16004199930467,22.09090909090909,0.01222108310467571,0.007777052884793633,290,290,290,290,320,410,410,410,410,410,410
GET,/api/cart?sessionId=cbcfc0c4-857a-11f1-80a3-e58355e4aa54,14,10,280,296.7857281421727,253.9643470008741,396.0796629980905,21.857142857142858,0.015554105769587266,0.01111007554970519,290,310,320,330,360,400,400,400,400,400,400
GET,/api/cart?sessionId=cbcfc808-857a-11f1-80a3-e58355e4aa54,17,16,300,368.5337449419689,269.37580200319644,1373.6375340013183,21.176470588235293,0.018887128434498822,0.017776120879528304,300,330,340,340,340,1400,1400,1400,1400,1400,1400
GET,/api/cart?sessionId=cbcfcda8-857a-11f1-80a3-e58355e4aa54,18,18,280,290.35359055584803,253.37972000124864,376.6694349978934,21.0,0.019998135989469343,0.019998135989469343,290,290,310,310,330,380,380,380,380,380,380
GET,/api/cart?sessionId=cbcfd24e-857a-11f1-80a3-e58355e4aa54,16,16,320,330.4706919993805,265.5440590024227,424.10964800365036,21.0,0.017776120879528304,0.017776120879528304,320,360,370,370,410,420,420,420,420,420,420
GET,/api/cart?sessionId=cbcfd6c2-857a-11f1-80a3-e58355e4aa54,11,10,290,286.14562363575465,264.22997299960116,323.01311600167537,21.272727272727273,0.01222108310467571,0.01111007554970519,290,290,300,300,320,320,320,320,320,320,320
GET,/api/cart?sessionId=cbcfdb04-857a-11f1-80a3-e58355e4aa54,15,14,300,339.95060953408637,252.54208300611936,593.0191730003571,21.2,0.016665113324557786,0.015554105769587266,300,340,370,370,510,590,590,590,590,590,590
GET,/api/cart?sessionId=cbcfdf3c-857a-11f1-80a3-e58355e4aa54,5,5,300,310.088481400453,278.84678700502263,356.77009200298926,21.0,0.005555037774852595,0.005555037774852595,300,330,330,360,360,360,360,360,360,360,360
GET,/api/cart?sessionId=cbcfe392-857a-11f1-80a3-e58355e4aa54,18,18,310,522.3784903884937,251.20533599692862,4096.428192999156,21.0,0.019998135989469343,0.019998135989469343,310,310,330,340,490,4100,4100,4100,4100,4100,4100
GET,/api/cart?sessionId=cbcfe7de-857a-11f1-80a3-e58355e4aa54,12,11,320,303.23098058336956,246.64343600306893,341.7556499989587,21.25,0.013332090659646228,0.01222108310467571,320,320,330,330,340,340,340,340,340,340,340
